width,asset,seed,state,n,params_L,params_N,MSE_L,MSE_N,MSPE_L,MSPE_N,P95_L,P95_N,dMSE,ci_lo,ci_hi,sig,winN
23,ETHUSD,2022,sign_persistence_lo,448,9240,9431,0.16874656081199646,0.15709982812404633,0.027627456651503537,0.025020940149392927,0.4340893030166626,0.4980821907520294,-0.01164672989398241,-0.015558267943561077,-0.007733532227575779,sig,0.6473214285714286
23,ETHUSD,2022,jump_ratio_hi,285,9240,9431,0.1663510501384735,0.1567530632019043,0.02754783424674299,0.025936015688202915,0.4762275218963623,0.5139915943145752,-0.009597979485988617,-0.01433650404214859,-0.004826955031603575,sig,0.5929824561403508
23,ETHUSD,2022,jump_ratio_lo,287,9240,9431,0.1660410314798355,0.17227157950401306,0.02161964888896832,0.019990499433931563,0.4838212728500366,0.6154581904411316,0.0062305498868227005,-0.0002687614760361612,0.012884964235126972,ns,0.578397212543554
23,ETHUSD,2022,rv_rel_hi,364,9240,9431,0.14960287511348724,0.13286945223808289,0.02748665230395736,0.02443584692430653,0.41916364431381226,0.4163002073764801,-0.016733389347791672,-0.02064218744635582,-0.01305352058261633,sig,0.6895604395604396
23,ETHUSD,2022,rv_rel_lo,188,9240,9431,0.19385597109794617,0.21822933852672577,0.019490650714878502,0.02018794968966318,0.6808468103408813,0.78301602602005,0.024373341351747513,0.015737859532237053,0.03280485421419144,sig,0.4148936170212766
23,ETHUSD,2022,structure_strong,278,9240,9431,0.170943483710289,0.1878909468650818,0.024857779033471493,0.025107653149626968,0.48709836602211,0.6160972714424133,0.016947461292147636,0.010854301042854786,0.023079080507159233,sig,0.4748201438848921
23,ETHUSD,2022,structure_weak,294,9240,9431,0.1617058962583542,0.14245881140232086,0.024304453810035997,0.020915340928843174,0.4692004919052124,0.5107315182685852,-0.019247107207775116,-0.023852212354540825,-0.01458617951720953,sig,0.6904761904761905
23,ETHUSD,2022,kmeans_0,180,9240,9431,0.18167807161808014,0.20637571811676025,0.020743311177382928,0.022929060818406132,0.4645717442035675,0.5775060653686523,0.024697642773389816,0.017159126698970795,0.03228194639086723,sig,0.3611111111111111
23,ETHUSD,2022,kmeans_1,392,9240,9431,0.15908615291118622,0.14532890915870667,0.026332081580425333,0.02296379301368134,0.5026993751525879,0.6043301224708557,-0.013757224194705486,-0.01790882647037506,-0.00944581814110279,sig,0.6887755102040817
64,ETHUSD,2022,acf1_hi,390,9240,26200,0.17858773469924927,0.14783664047718048,0.02111486851246917,0.01650020112016827,0.6285117268562317,0.5290869474411011,-0.030751097947359085,-0.037102703005075455,-0.024677736684679985,sig,0.6897435897435897
64,ETHUSD,2022,acf1_lo,182,9240,26200,0.1396407037973404,0.11381309479475021,0.031984468525234525,0.025363911894459416,0.3665429949760437,0.3239094913005829,-0.02582760713994503,-0.03356669843196869,-0.018172040581703186,sig,0.7747252747252747
64,ETHUSD,2022,sign_persistence_hi,124,9240,26200,0.1569787561893463,0.13097821176052094,0.013539285577274811,0.011176329446304154,0.5135114789009094,0.39480698108673096,-0.026000555604696274,-0.035741984844207764,-0.017231818288564682,sig,0.6532258064516129
64,ETHUSD,2022,sign_persistence_lo,448,9240,26200,0.16874656081199646,0.13868074119091034,0.027627456651503537,0.02157465524624001,0.4340893030166626,0.5477014183998108,-0.030065814033150673,-0.036059729754924774,-0.024180542677640915,sig,0.734375
64,ETHUSD,2022,jump_ratio_hi,285,9240,26200,0.1663510501384735,0.1387580782175064,0.02754783424674299,0.02247623822313567,0.4762275218963623,0.5700846314430237,-0.02759297378361225,-0.035349369049072266,-0.020030245184898376,sig,0.7192982456140351
64,ETHUSD,2022,jump_ratio_lo,287,9240,26200,0.1660410314798355,0.13527601957321167,0.02161964888896832,0.016186698634367856,0.4838212728500366,0.4238286018371582,-0.030765002593398094,-0.03753819689154625,-0.02425975352525711,sig,0.7142857142857143
64,ETHUSD,2022,rv_rel_hi,364,9240,26200,0.14960287511348724,0.11429856717586517,0.02748665230395736,0.02072233857866806,0.41916364431381226,0.45032671093940735,-0.03530428931117058,-0.041156966239213943,-0.029629940167069435,sig,0.7884615384615384
64,ETHUSD,2022,rv_rel_lo,188,9240,26200,0.19385597109794617,0.16933779418468475,0.019490650714878502,0.016229855611432316,0.6808468103408813,0.4736661911010742,-0.024518169462680817,-0.03364014998078346,-0.015698691830039024,sig,0.6117021276595744
64,ETHUSD,2022,structure_strong,278,9240,26200,0.170943483710289,0.14443373680114746,0.024857779033471493,0.020259144030924613,0.48709836602211,0.4246160089969635,-0.02650974877178669,-0.03242539241909981,-0.020808324217796326,sig,0.7302158273381295
64,ETHUSD,2022,structure_weak,294,9240,26200,0.1617058962583542,0.12999215722084045,0.024304453810035997,0.018432885581837408,0.4692004919052124,0.5655479431152344,-0.03171375021338463,-0.0396425798535347,-0.023289425298571587,sig,0.7040816326530612
64,ETHUSD,2022,kmeans_0,180,9240,26200,0.18167807161808014,0.17119614779949188,0.020743311177382928,0.019141679235550314,0.4645717442035675,0.5418209433555603,-0.010481939651072025,-0.018070755526423454,-0.0030680878553539515,sig,0.6277777777777778
64,ETHUSD,2022,kmeans_1,392,9240,26200,0.15908615291118622,0.12131369113922119,0.026332081580425333,0.019402571783821893,0.5026993751525879,0.48847588896751404,-0.03777245432138443,-0.04392891377210617,-0.03168236091732979,sig,0.7576530612244898
128,ETHUSD,2022,acf1_hi,390,9240,52376,0.17858773469924927,0.13996416330337524,0.02111486851246917,0.01676624738544563,0.6285117268562317,0.4784006178379059,-0.03862358629703522,-0.04629160463809967,-0.03114638291299343,sig,0.717948717948718
128,ETHUSD,2022,acf1_lo,182,9240,52376,0.1396407037973404,0.11349178850650787,0.031984468525234525,0.027741589228450124,0.3665429949760437,0.3273596465587616,-0.026148900389671326,-0.03197328746318817,-0.020541232079267502,sig,0.7692307692307693
128,ETHUSD,2022,sign_persistence_hi,124,9240,52376,0.1569787561893463,0.10223943740129471,0.013539285577274811,0.009533895387634514,0.5135114789009094,0.26737180352211,-0.0547393262386322,-0.07409483939409256,-0.037223391234874725,sig,0.6129032258064516
128,ETHUSD,2022,sign_persistence_lo,448,9240,52376,0.16874656081199646,0.13965141773223877,0.027627456651503537,0.023226791722846068,0.4340893030166626,0.46873533725738525,-0.029095139354467392,-0.0342678502202034,-0.024020422250032425,sig,0.7678571428571429
128,ETHUSD,2022,jump_ratio_hi,285,9240,52376,0.1663510501384735,0.13748465478420258,0.02754783424674299,0.02339970561236039,0.4762275218963623,0.5143117308616638,-0.02886641025543213,-0.035669464617967606,-0.02238430269062519,sig,0.6982456140350877
128,ETHUSD,2022,jump_ratio_lo,287,9240,52376,0.1660410314798355,0.12563903629779816,0.02161964888896832,0.01713898822431709,0.4838212728500366,0.35221239924430847,-0.040401995182037354,-0.049781691282987595,-0.03127242997288704,sig,0.7700348432055749
